GLOSATIPOESTABLECIMIENTO,semana_epi_str,IdCausa,Causa,Total,Menores_1,De_1_a_4,De_5_a_14,De_15_a_64,De_65_y_mas
SAPU,14-2025,5,Atenciones de urgencia - Neumonía (J12-J18),453,3,19,29,192,210
SAPU,14-2025,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",568,23,62,89,276,118
SAPU,14-2025,7,Hospitalizaciones - Sistema Respiratorio,0,0,0,0,0,0
SAPU,14-2025,10,Atenciones de urgencia - IRA Alta (J00-J06),17400,357,1855,4106,10201,881
SAPU,14-2025,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),534,7,27,77,251,172
SAPU,14-2025,25,Hospitalizaciones - Total,0,0,0,0,0,0
SAPU,14-2025,30,"Atenciones de urgencia - Covid-19, Identificado (U07.1)",2,1,0,0,1,0
SAPU,14-2025,31,"Atenciones de urgencia - Covid-19, No Identificado (U07.2)",2,0,0,0,2,0
SAPU,14-2025,32,Hospitalizaciones - Covid-19 Identificado (U7.1),0,0,0,0,0,0
SAPU,14-2025,33,Hospitalizaciones - Covid-19 No Identificado (U7.2),0,0,0,0,0,0
SAPU,15-2025,1,Atenciones de urgencia - Total,62602,764,4508,10602,38827,7901
SAPU,15-2025,2,Atenciones de urgencia - Total Respiratorios,21965,441,2349,5142,12166,1867
SAPU,15-2025,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),2647,62,369,519,1377,320
SAPU,15-2025,4,Atenciones de urgencia - Influenza (J09-J11),393,1,12,82,261,37
SAPU,15-2025,5,Atenciones de urgencia - Neumonía (J12-J18),463,3,19,27,187,227
SAPU,15-2025,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",605,10,58,95,300,142
SAPU,15-2025,7,Hospitalizaciones - Sistema Respiratorio,0,0,0,0,0,0
SAPU,15-2025,10,Atenciones de urgencia - IRA Alta (J00-J06),17303,361,1861,4340,9780,961
SAPU,15-2025,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),554,4,30,79,261,180
SAPU,15-2025,25,Hospitalizaciones - Total,0,0,0,0,0,0
SAPU,15-2025,30,"Atenciones de urgencia - Covid-19, Identificado (U07.1)",4,0,0,0,3,1
SAPU,15-2025,31,"Atenciones de urgencia - Covid-19, No Identificado (U07.2)",5,0,1,0,4,0
SAPU,15-2025,32,Hospitalizaciones - Covid-19 Identificado (U7.1),0,0,0,0,0,0
SAPU,15-2025,33,Hospitalizaciones - Covid-19 No Identificado (U7.2),0,0,0,0,0,0
SAPU,16-2025,1,Atenciones de urgencia - Total,65350,906,4872,11099,40056,8417
SAPU,16-2025,2,Atenciones de urgencia - Total Respiratorios,24603,493,2494,5847,13480,2289
SAPU,16-2025,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),3046,88,381,616,1542,419
SAPU,16-2025,4,Atenciones de urgencia - Influenza (J09-J11),481,0,14,105,306,56
SAPU,16-2025,5,Atenciones de urgencia - Neumonía (J12-J18),600,4,22,53,213,308
SAPU,16-2025,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",603,19,48,98,294,144
SAPU,16-2025,7,Hospitalizaciones - Sistema Respiratorio,0,0,0,0,0,0
SAPU,16-2025,10,Atenciones de urgencia - IRA Alta (J00-J06),19227,375,1985,4905,10817,1145
SAPU,16-2025,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),646,7,44,70,308,217
SAPU,16-2025,25,Hospitalizaciones - Total,0,0,0,0,0,0
SAPU,16-2025,30,"Atenciones de urgencia - Covid-19, Identificado (U07.1)",1,0,0,0,0,1
SAPU,16-2025,31,"Atenciones de urgencia - Covid-19, No Identificado (U07.2)",7,0,0,0,7,0
SAPU,16-2025,32,Hospitalizaciones - Covid-19 Identificado (U7.1),0,0,0,0,0,0
SAPU,16-2025,33,Hospitalizaciones - Covid-19 No Identificado (U7.2),0,0,0,0,0,0
SAPU,17-2025,1,Atenciones de urgencia - Total,67563,743,4708,11930,42093,8089
SAPU,17-2025,2,Atenciones de urgencia - Total Respiratorios,25769,413,2479,6230,14510,2137
SAPU,17-2025,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),3294,79,368,624,1796,427
SAPU,17-2025,4,Atenciones de urgencia - Influenza (J09-J11),583,4,22,148,374,35
SAPU,17-2025,5,Atenciones de urgencia - Neumonía (J12-J18),639,3,18,33,275,310
SAPU,17-2025,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",737,11,80,127,380,139
SAPU,17-2025,7,Hospitalizaciones - Sistema Respiratorio,0,0,0,0,0,0
SAPU,17-2025,10,Atenciones de urgencia - IRA Alta (J00-J06),19920,309,1965,5216,11400,1030
SAPU,17-2025,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),596,7,26,82,285,196
SAPU,17-2025,25,Hospitalizaciones - Total,0,0,0,0,0,0
SAPU,17-2025,30,"Atenciones de urgencia - Covid-19, Identificado (U07.1)",1,0,0,0,0,1
SAPU,17-2025,31,"Atenciones de urgencia - Covid-19, No Identificado (U07.2)",4,0,0,1,3,0
SAPU,17-2025,32,Hospitalizaciones - Covid-19 Identificado (U7.1),0,0,0,0,0,0
SAPU,17-2025,33,Hospitalizaciones - Covid-19 No Identificado (U7.2),0,0,0,0,0,0
SAPU,18-2025,1,Atenciones de urgencia - Total,66328,791,4697,11751,40504,8585
SAPU,18-2025,2,Atenciones de urgencia - Total Respiratorios,27163,423,2623,6676,14951,2490
SAPU,18-2025,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),3573,75,364,676,1974,484
SAPU,18-2025,4,Atenciones de urgencia - Influenza (J09-J11),780,3,23,202,489,63
SAPU,18-2025,5,Atenciones de urgencia - Neumonía (J12-J18),669,3,22,37,289,318
SAPU,18-2025,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",786,15,56,140,390,185
SAPU,18-2025,7,Hospitalizaciones - Sistema Respiratorio,0,0,0,0,0,0
SAPU,18-2025,10,Atenciones de urgencia - IRA Alta (J00-J06),20711,323,2132,5561,11486,1209
SAPU,18-2025,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),644,4,26,60,323,231
SAPU,18-2025,25,Hospitalizaciones - Total,0,0,0,0,0,0
SAPU,18-2025,30,"Atenciones de urgencia - Covid-19, Identificado (U07.1)",0,0,0,0,0,0
SAPU,18-2025,31,"Atenciones de urgencia - Covid-19, No Identificado (U07.2)",3,0,0,0,3,0
SAPU,18-2025,32,Hospitalizaciones - Covid-19 Identificado (U7.1),0,0,0,0,0,0
SAPU,18-2025,33,Hospitalizaciones - Covid-19 No Identificado (U7.2),0,0,0,0,0,0
SAPU,19-2025,1,Atenciones de urgencia - Total,63273,697,4145,10722,39769,7940
SAPU,19-2025,2,Atenciones de urgencia - Total Respiratorios,26246,397,2296,5863,15201,2489
SAPU,19-2025,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),3431,55,309,582,1997,488
SAPU,19-2025,4,Atenciones de urgencia - Influenza (J09-J11),776,4,28,126,562,56
SAPU,19-2025,5,Atenciones de urgencia - Neumonía (J12-J18),742,2,16,39,312,373
SAPU,19-2025,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",762,12,58,141,386,165
SAPU,19-2025,7,Hospitalizaciones - Sistema Respiratorio,0,0,0,0,0,0
SAPU,19-2025,10,Atenciones de urgencia - IRA Alta (J00-J06),19905,319,1867,4914,11641,1164
SAPU,19-2025,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),630,5,18,61,303,243
SAPU,19-2025,25,Hospitalizaciones - Total,0,0,0,0,0,0
SAPU,19-2025,30,"Atenciones de urgencia - Covid-19, Identificado (U07.1)",1,0,0,0,1,0
SAPU,19-2025,31,"Atenciones de urgencia - Covid-19, No Identificado (U07.2)",1,0,0,0,1,0
SAPU,19-2025,32,Hospitalizaciones - Covid-19 Identificado (U7.1),0,0,0,0,0,0
SAPU,19-2025,33,Hospitalizaciones - Covid-19 No Identificado (U7.2),0,0,0,0,0,0
SAPU,20-2025,1,Atenciones de urgencia - Total,63813,709,4216,11240,39833,7815
SAPU,20-2025,2,Atenciones de urgencia - Total Respiratorios,27172,405,2304,6360,15536,2567
SAPU,20-2025,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),3653,76,344,647,2042,544
SAPU,20-2025,4,Atenciones de urgencia - Influenza (J09-J11),909,2,22,178,621,86
SAPU,20-2025,5,Atenciones de urgencia - Neumonía (J12-J18),771,2,24,26,342,377
SAPU,20-2025,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",739,14,68,121,391,145
SAPU,20-2025,7,Hospitalizaciones - Sistema Respiratorio,0,0,0,0,0,0
SAPU,20-2025,10,Atenciones de urgencia - IRA Alta (J00-J06),20418,309,1826,5315,11823,1145
SAPU,20-2025,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),682,2,20,73,317,270
SAPU,20-2025,25,Hospitalizaciones - Total,0,0,0,0,0,0
SAPU,20-2025,30,"Atenciones de urgencia - Covid-19, Identificado (U07.1)",0,0,0,0,0,0
SAPU,20-2025,31,"Atenciones de urgencia - Covid-19, No Identificado (U07.2)",8,0,1,0,7,0
SAPU,20-2025,32,Hospitalizaciones - Covid-19 Identificado (U7.1),0,0,0,0,0,0
SAPU,20-2025,33,Hospitalizaciones - Covid-19 No Identificado (U7.2),0,0,0,0,0,0
SAPU,21-2025,1,Atenciones de urgencia - Total,69206,739,4634,11315,43089,9429
SAPU,21-2025,2,Atenciones de urgencia - Total Respiratorios,29709,448,2694,6522,16853,3192
SAPU,21-2025,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),4270,78,396,694,2395,707
SAPU,21-2025,4,Atenciones de urgencia - Influenza (J09-J11),1047,4,37,194,733,79
SAPU,21-2025,5,Atenciones de urgencia - Neumonía (J12-J18),955,3,31,47,365,509
SAPU,21-2025,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",899,18,65,141,463,212
SAPU,21-2025,7,Hospitalizaciones - Sistema Respiratorio,0,0,0,0,0,0
SAPU,21-2025,10,Atenciones de urgencia - IRA Alta (J00-J06),21773,341,2134,5362,12547,1389
SAPU,21-2025,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),765,4,31,84,350,296
SAPU,21-2025,25,Hospitalizaciones - Total,0,0,0,0,0,0
SAPU,21-2025,30,"Atenciones de urgencia - Covid-19, Identificado (U07.1)",2,0,0,0,1,1
SAPU,21-2025,31,"Atenciones de urgencia - Covid-19, No Identificado (U07.2)",5,0,2,0,3,0
SAPU,21-2025,32,Hospitalizaciones - Covid-19 Identificado (U7.1),0,0,0,0,0,0
SAPU,21-2025,33,Hospitalizaciones - Covid-19 No Identificado (U7.2),0,0,0,0,0,0
SAPU,22-2025,1,Atenciones de urgencia - Total,63495,742,4131,10468,39879,8275
SAPU,22-2025,2,Atenciones de urgencia - Total Respiratorios,27272,495,2415,5836,15806,2720
SAPU,22-2025,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),4021,102,393,609,2319,598
SAPU,22-2025,4,Atenciones de urgencia - Influenza (J09-J11),810,63,23,126,509,89
SAPU,22-2025,5,Atenciones de urgencia - Neumonía (J12-J18),882,0,16,47,370,449
SAPU,22-2025,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",786,14,77,129,435,131
SAPU,22-2025,7,Hospitalizaciones - Sistema Respiratorio,0,0,0,0,0,0
SAPU,22-2025,10,Atenciones de urgencia - IRA Alta (J00-J06),20018,309,1864,4841,11811,1193
SAPU,22-2025,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),755,7,42,84,362,260
SAPU,22-2025,25,Hospitalizaciones - Total,0,0,0,0,0,0
SAPU,22-2025,30,"Atenciones de urgencia - Covid-19, Identificado (U07.1)",0,0,0,0,0,0
SAPU,22-2025,31,"Atenciones de urgencia - Covid-19, No Identificado (U07.2)",11,0,0,0,8,3
SAPU,22-2025,32,Hospitalizaciones - Covid-19 Identificado (U7.1),0,0,0,0,0,0
SAPU,22-2025,33,Hospitalizaciones - Covid-19 No Identificado (U7.2),0,0,0,0,0,0
SAPU,23-2025,1,Atenciones de urgencia - Total,64709,687,4835,10713,40075,8399
SAPU,23-2025,2,Atenciones de urgencia - Total Respiratorios,28622,438,2967,6069,16200,2948
SAPU,23-2025,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),4560,89,499,718,2565,689
SAPU,23-2025,4,Atenciones de urgencia - Influenza (J09-J11),693,3,28,104,477,81
SAPU,23-2025,5,Atenciones de urgencia - Neumonía (J12-J18),965,5,47,51,401,461
SAPU,23-2025,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",938,14,93,179,467,185
SAPU,23-2025,7,Hospitalizaciones - Sistema Respiratorio,0,0,0,0,0,0
SAPU,23-2025,10,Atenciones de urgencia - IRA Alta (J00-J06),20675,323,2263,4932,11910,1247
SAPU,23-2025,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),791,4,37,85,380,285
SAPU,23-2025,25,Hospitalizaciones - Total,0,0,0,0,0,0
SAPU,23-2025,30,"Atenciones de urgencia - Covid-19, Identificado (U07.1)",0,0,0,0,0,0
SAPU,23-2025,31,"Atenciones de urgencia - Covid-19, No Identificado (U07.2)",2,0,0,0,2,0
SAPU,23-2025,32,Hospitalizaciones - Covid-19 Identificado (U7.1),0,0,0,0,0,0
SAPU,23-2025,33,Hospitalizaciones - Covid-19 No Identificado (U7.2),0,0,0,0,0,0
SAPU,24-2025,1,Atenciones de urgencia - Total,61606,721,4855,10160,37789,8081
SAPU,24-2025,2,Atenciones de urgencia - Total Respiratorios,27842,476,3066,5771,15543,2986
SAPU,24-2025,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),4668,106,606,727,2558,671
SAPU,24-2025,4,Atenciones de urgencia - Influenza (J09-J11),582,7,23,92,385,75
SAPU,24-2025,5,Atenciones de urgencia - Neumonía (J12-J18),965,2,51,37,405,470
SAPU,24-2025,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",977,20,105,145,485,222
SAPU,24-2025,7,Hospitalizaciones - Sistema Respiratorio,0,0,0,0,0,0
SAPU,24-2025,10,Atenciones de urgencia - IRA Alta (J00-J06),19778,331,2231,4661,11299,1256
SAPU,24-2025,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),872,10,50,109,411,292
SAPU,24-2025,25,Hospitalizaciones - Total,0,0,0,0,0,0
SAPU,24-2025,30,"Atenciones de urgencia - Covid-19, Identificado (U07.1)",2,0,0,0,2,0
SAPU,24-2025,31,"Atenciones de urgencia - Covid-19, No Identificado (U07.2)",4,0,0,0,4,0
SAPU,24-2025,32,Hospitalizaciones - Covid-19 Identificado (U7.1),0,0,0,0,0,0
SAPU,24-2025,33,Hospitalizaciones - Covid-19 No Identificado (U7.2),0,0,0,0,0,0
SAPU,25-2025,1,Atenciones de urgencia - Total,56756,708,4193,6556,37143,8156
SAPU,25-2025,2,Atenciones de urgencia - Total Respiratorios,24140,461,2597,3562,14578,2942
SAPU,25-2025,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),4583,112,574,529,2600,768
SAPU,25-2025,4,Atenciones de urgencia - Influenza (J09-J11),392,3,13,41,284,51
SAPU,25-2025,5,Atenciones de urgencia - Neumonía (J12-J18),981,10,57,29,424,461
SAPU,25-2025,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",859,19,85,99,457,199
SAPU,25-2025,7,Hospitalizaciones - Sistema Respiratorio,0,0,0,0,0,0
SAPU,25-2025,10,Atenciones de urgencia - IRA Alta (J00-J06),16520,311,1817,2780,10439,1173
SAPU,25-2025,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),805,6,51,84,374,290
SAPU,25-2025,25,Hospitalizaciones - Total,0,0,0,0,0,0
SAPU,25-2025,30,"Atenciones de urgencia - Covid-19, Identificado (U07.1)",0,0,0,0,0,0
SAPU,25-2025,31,"Atenciones de urgencia - Covid-19, No Identificado (U07.2)",2,0,0,0,2,0
SAPU,25-2025,32,Hospitalizaciones - Covid-19 Identificado (U7.1),0,0,0,0,0,0
SAPU,25-2025,33,Hospitalizaciones - Covid-19 No Identificado (U7.2),0,0,0,0,0,0
SAPU,26-2025,1,Atenciones de urgencia - Total,28831,338,1884,2769,19462,4378
SAPU,26-2025,2,Atenciones de urgencia - Total Respiratorios,11452,218,1167,1347,7181,1539
SAPU,26-2025,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),2297,54,285,215,1337,406
SAPU,26-2025,4,Atenciones de urgencia - Influenza (J09-J11),172,1,9,12,128,22
SAPU,26-2025,5,Atenciones de urgencia - Neumonía (J12-J18),505,5,26,11,208,255
SAPU,26-2025,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",508,10,49,50,289,110
SAPU,26-2025,7,Hospitalizaciones - Sistema Respiratorio,0,0,0,0,0,0
SAPU,26-2025,10,Atenciones de urgencia - IRA Alta (J00-J06),7563,148,782,1031,5011,591
SAPU,26-2025,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),407,0,16,28,208,155
SAPU,26-2025,25,Hospitalizaciones - Total,0,0,0,0,0,0
SAPU,26-2025,30,"Atenciones de urgencia - Covid-19, Identificado (U07.1)",0,0,0,0,0,0
SAPU,26-2025,31,"Atenciones de urgencia - Covid-19, No Identificado (U07.2)",1,0,0,0,1,0
SAPU,26-2025,32,Hospitalizaciones - Covid-19 Identificado (U7.1),0,0,0,0,0,0
SAPU,26-2025,33,Hospitalizaciones - Covid-19 No Identificado (U7.2),0,0,0,0,0,0
SAR,01-2025,1,Atenciones de urgencia - Total,20635,216,1119,2115,13312,3873
SAR,01-2025,2,Atenciones de urgencia - Total Respiratorios,3598,78,326,483,2155,556
SAR,01-2025,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),437,8,42,39,254,94
SAR,01-2025,4,Atenciones de urgencia - Influenza (J09-J11),48,0,0,1,36,11
SAR,01-2025,5,Atenciones de urgencia - Neumonía (J12-J18),280,7,21,22,110,120
SAR,01-2025,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",160,2,4,14,92,48
SAR,01-2025,7,Hospitalizaciones - Sistema Respiratorio,0,0,0,0,0,0
SAR,01-2025,10,Atenciones de urgencia - IRA Alta (J00-J06),2500,60,256,398,1583,203
SAR,01-2025,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),173,1,3,9,80,80
SAR,01-2025,25,Hospitalizaciones - Total,0,0,0,0,0,0
SAR,01-2025,30,"Atenciones de urgencia - Covid-19, Identificado (U07.1)",0,0,0,0,0,0
SAR,01-2025,31,"Atenciones de urgencia - Covid-19, No Identificado (U07.2)",0,0,0,0,0,0
SAR,01-2025,32,Hospitalizaciones - Covid-19 Identificado (U7.1),0,0,0,0,0,0
SAR,01-2025,33,Hospitalizaciones - Covid-19 No Identificado (U7.2),0,0,0,0,0,0
SAR,02-2025,1,Atenciones de urgencia - Total,20660,207,1067,2035,13423,3928
SAR,02-2025,2,Atenciones de urgencia - Total Respiratorios,3005,79,277,357,1790,502
SAR,02-2025,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),369,18,37,25,216,73
SAR,02-2025,4,Atenciones de urgencia - Influenza (J09-J11),39,1,2,1,29,6
SAR,02-2025,5,Atenciones de urgencia - Neumonía (J12-J18),213,4,11,11,77,110
SAR,02-2025,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",149,2,6,2,77,62
SAR,02-2025,7,Hospitalizaciones - Sistema Respiratorio,0,0,0,0,0,0
SAR,02-2025,10,Atenciones de urgencia - IRA Alta (J00-J06),2071,53,218,310,1313,177
SAR,02-2025,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),164,1,3,8,78,74
SAR,02-2025,25,Hospitalizaciones - Total,0,0,0,0,0,0
SAR,02-2025,30,"Atenciones de urgencia - Covid-19, Identificado (U07.1)",0,0,0,0,0,0
SAR,02-2025,31,"Atenciones de urgencia - Covid-19, No Identificado (U07.2)",0,0,0,0,0,0
SAR,02-2025,32,Hospitalizaciones - Covid-19 Identificado (U7.1),0,0,0,0,0,0
SAR,02-2025,33,Hospitalizaciones - Covid-19 No Identificado (U7.2),0,0,0,0,0,0
SAR,03-2025,1,Atenciones de urgencia - Total,19733,195,1034,1922,13014,3568
SAR,03-2025,2,Atenciones de urgencia - Total Respiratorios,2627,65,274,327,1560,401
SAR,03-2025,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),327,6,45,37,191,48
SAR,03-2025,4,Atenciones de urgencia - Influenza (J09-J11),51,0,4,6,33,8
SAR,03-2025,5,Atenciones de urgencia - Neumonía (J12-J18),175,2,12,7,59,95
SAR,03-2025,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",140,3,6,11,76,44
SAR,03-2025,7,Hospitalizaciones - Sistema Respiratorio,0,0,0,0,0,0
SAR,03-2025,10,Atenciones de urgencia - IRA Alta (J00-J06),1779,54,205,255,1126,139
SAR,03-2025,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),155,0,2,11,75,67
SAR,03-2025,25,Hospitalizaciones - Total,0,0,0,0,0,0
SAR,03-2025,30,"Atenciones de urgencia - Covid-19, Identificado (U07.1)",0,0,0,0,0,0
SAR,03-2025,31,"Atenciones de urgencia - Covid-19, No Identificado (U07.2)",0,0,0,0,0,0
SAR,03-2025,32,Hospitalizaciones - Covid-19 Identificado (U7.1),0,0,0,0,0,0
SAR,03-2025,33,Hospitalizaciones - Covid-19 No Identificado (U7.2),0,0,0,0,0,0
SAR,04-2025,1,Atenciones de urgencia - Total,19327,207,911,1779,12856,3574
SAR,04-2025,2,Atenciones de urgencia - Total Respiratorios,2475,71,224,309,1453,418
SAR,04-2025,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),235,7,34,19,133,42
SAR,04-2025,4,Atenciones de urgencia - Influenza (J09-J11),33,0,0,3,26,4
SAR,04-2025,5,Atenciones de urgencia - Neumonía (J12-J18),183,4,8,5,60,106
SAR,04-2025,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",133,4,14,8,64,43
SAR,04-2025,7,Hospitalizaciones - Sistema Respiratorio,0,0,0,0,0,0
SAR,04-2025,10,Atenciones de urgencia - IRA Alta (J00-J06),1762,56,168,272,1127,139
SAR,04-2025,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),129,0,0,2,43,84
SAR,04-2025,25,Hospitalizaciones - Total,0,0,0,0,0,0
SAR,04-2025,30,"Atenciones de urgencia - Covid-19, Identificado (U07.1)",0,0,0,0,0,0
SAR,04-2025,31,"Atenciones de urgencia - Covid-19, No Identificado (U07.2)",0,0,0,0,0,0
SAR,04-2025,32,Hospitalizaciones - Covid-19 Identificado (U7.1),0,0,0,0,0,0
SAR,04-2025,33,Hospitalizaciones - Covid-19 No Identificado (U7.2),0,0,0,0,0,0
SAR,05-2025,1,Atenciones de urgencia - Total,19618,204,881,1824,13137,3572
SAR,05-2025,2,Atenciones de urgencia - Total Respiratorios,2444,55,210,304,1513,362
SAR,05-2025,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),266,8,22,26,171,39
SAR,05-2025,4,Atenciones de urgencia - Influenza (J09-J11),26,0,0,1,23,2
SAR,05-2025,5,Atenciones de urgencia - Neumonía (J12-J18),154,5,8,14,53,74
SAR,05-2025,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",120,3,6,5,58,48
SAR,05-2025,7,Hospitalizaciones - Sistema Respiratorio,0,0,0,0,0,0
SAR,05-2025,10,Atenciones de urgencia - IRA Alta (J00-J06),1749,39,172,253,1146,139
SAR,05-2025,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),129,0,2,5,62,60
SAR,05-2025,25,Hospitalizaciones - Total,0,0,0,0,0,0
SAR,05-2025,30,"Atenciones de urgencia - Covid-19, Identificado (U07.1)",0,0,0,0,0,0
SAR,05-2025,31,"Atenciones de urgencia - Covid-19, No Identificado (U07.2)",0,0,0,0,0,0
SAR,05-2025,32,Hospitalizaciones - Covid-19 Identificado (U7.1),0,0,0,0,0,0
SAR,05-2025,33,Hospitalizaciones - Covid-19 No Identificado (U7.2),0,0,0,0,0,0
SAR,06-2025,1,Atenciones de urgencia - Total,19005,203,838,1724,12729,3511
SAR,06-2025,2,Atenciones de urgencia - Total Respiratorios,2410,71,182,309,1486,362
SAR,06-2025,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),228,7,23,27,132,39
SAR,06-2025,4,Atenciones de urgencia - Influenza (J09-J11),32,0,0,2,22,8
SAR,06-2025,5,Atenciones de urgencia - Neumonía (J12-J18),167,3,7,8,54,95
SAR,06-2025,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",129,2,7,11,68,41
SAR,06-2025,7,Hospitalizaciones - Sistema Respiratorio,0,0,0,0,0,0
SAR,06-2025,10,Atenciones de urgencia - IRA Alta (J00-J06),1708,59,142,253,1138,116
SAR,06-2025,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),146,0,3,8,72,63
SAR,06-2025,25,Hospitalizaciones - Total,0,0,0,0,0,0
SAR,06-2025,30,"Atenciones de urgencia - Covid-19, Identificado (U07.1)",0,0,0,0,0,0
SAR,06-2025,31,"Atenciones de urgencia - Covid-19, No Identificado (U07.2)",1,0,0,0,1,0
SAR,06-2025,32,Hospitalizaciones - Covid-19 Identificado (U7.1),0,0,0,0,0,0
SAR,06-2025,33,Hospitalizaciones - Covid-19 No Identificado (U7.2),0,0,0,0,0,0
SAR,07-2025,1,Atenciones de urgencia - Total,18962,219,774,1625,12723,3621
SAR,07-2025,2,Atenciones de urgencia - Total Respiratorios,2426,94,184,256,1509,383
SAR,07-2025,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),244,12,19,27,141,45
SAR,07-2025,4,Atenciones de urgencia - Influenza (J09-J11),43,1,1,2,33,6
SAR,07-2025,5,Atenciones de urgencia - Neumonía (J12-J18),146,2,5,6,41,92
SAR,07-2025,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",100,0,7,2,47,44
SAR,07-2025,7,Hospitalizaciones - Sistema Respiratorio,0,0,0,0,0,0
SAR,07-2025,10,Atenciones de urgencia - IRA Alta (J00-J06),1738,79,152,208,1164,135
SAR,07-2025,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),155,0,0,11,83,61
SAR,07-2025,25,Hospitalizaciones - Total,0,0,0,0,0,0
SAR,07-2025,30,"Atenciones de urgencia - Covid-19, Identificado (U07.1)",0,0,0,0,0,0
SAR,07-2025,31,"Atenciones de urgencia - Covid-19, No Identificado (U07.2)",1,0,0,0,1,0
SAR,07-2025,32,Hospitalizaciones - Covid-19 Identificado (U7.1),0,0,0,0,0,0
SAR,07-2025,33,Hospitalizaciones - Covid-19 No Identificado (U7.2),0,0,0,0,0,0
SAR,08-2025,1,Atenciones de urgencia - Total,19500,209,751,1665,13170,3705
